ano;uf;municipio;acidentes;mortos;feridos;pessoas;veiculos
2007;MG;CONGONHAS;172;21;137;390;299
2007;MG;CONSELHEIRO LAFAIETE;215;14;162;455;352
2007;MG;CONTAGEM;769;8;335;1645;1469
2007;MG;CORACAO DE JESUS;1;0;0;1;1
2007;MG;CORINTO;80;6;101;196;130
2007;MG;CORONEL FABRICIANO;6;0;5;9;8
2007;MG;CORREGO DANTA;101;4;76;192;133
2007;MG;CRISTIANO OTONI;71;2;42;112;93
2007;MG;CURRAL DE DENTRO;6;1;6;12;7
2007;MG;CURVELO;249;25;207;514;378
2007;MG;DELFIM MOREIRA;3;0;3;6;4
2007;MG;DELTA;33;1;21;62;48
2007;MG;DIVINO;18;0;8;30;29
2007;MG;DIVINOPOLIS;2;0;0;3;3
2007;MG;DIVISA ALEGRE;17;0;14;32;25
2007;MG;DOM CAVATI;35;3;27;76;59
2007;MG;ENGENHEIRO CALDAS;60;9;128;192;86
2007;MG;ENGENHEIRO NAVARRO;31;3;34;67;45
2007;MG;ESMERALDAS;134;12;111;258;184
2007;MG;ESTIVA;152;5;125;280;188
2007;MG;ESTRELA DO SUL;2;0;0;4;4
2007;MG;EUGENOPOLIS;29;1;25;47;36
2007;MG;EWBANK DA CAMARA;37;2;18;67;58
2007;MG;EXTREMA;121;5;74;215;181
2007;MG;FELIXLANDIA;61;9;52;119;84
2007;MG;FERVEDOURO;19;0;15;43;33
2007;MG;FLORESTAL;18;0;7;26;24
2007;MG;FRANCISCO SA;84;13;65;154;112
2007;MG;FREI INOCENCIO;30;3;36;71;50
2007;MG;FRONTEIRA;67;4;44;167;110
2007;MG;FRUTA DE LEITE;8;0;5;12;11
2007;MG;FRUTAL;153;6;94;311;216
2007;MG;GOVERNADOR VALADARES;422;21;335;884;741
2007;MG;GRAO MOGOL;61;8;41;107;84
2007;MG;GUARARA;8;1;4;15;14
2007;MG;GUIMARANIA;15;2;7;25;20
2007;MG;IBIA;101;4;76;198;152
2007;MG;IGARAPE;127;2;73;237;196
2007;MG;IGARATINGA;43;2;31;92;72
2007;MG;INDIANOPOLIS;14;1;13;29;24
2007;MG;INHAPIM;53;4;43;99;79
2007;MG;IPATINGA;17;0;13;27;23
2007;MG;IPUIUNA;16;1;18;32;21
2007;MG;ITABIRA;2;0;0;3;3
2007;MG;ITABIRITO;201;16;138;389;304
2007;MG;ITAGUARA;157;7;70;274;226
2007;MG;ITAJUBA;25;2;32;53;41
2007;MG;ITAMBACURI;65;7;45;131;104
2007;MG;ITAMONTE;69;1;55;137;102
2007;MG;ITANHANDU;6;2;2;12;9
2007;MG;ITAOBIM;75;12;35;145;117
2007;MG;ITAPEVA;70;2;34;116;93
2007;MG;ITATIAIUCU;137;2;76;228;177
2007;MG;ITAUNA;1;0;0;1;1
2007;MG;JAGUARACU;62;4;44;121;100
2007;MG;JAMPRUCA;16;1;2;27;26
2007;MG;JEQUITAI;39;2;25;62;51
2007;MG;JOAO MONLEVADE;307;13;209;643;516
2007;MG;JOAO PINHEIRO;165;5;104;342;224
2007;MG;JOAQUIM FELICIO;46;11;44;95;65
2007;MG;JUATUBA;185;8;118;367;303
2007;MG;JUIZ DE FORA;289;8;195;541;410
2007;MG;LAGOA GRANDE;13;5;8;26;18
2007;MG;LARANJAL;33;2;16;56;50
2007;MG;LAVRAS;183;3;65;262;231
2007;MG;LEOPOLDINA;223;12;160;412;336
2007;MG;LIBERDADE;8;0;8;12;9
2007;MG;LIMA DUARTE;33;1;47;76;47
2007;MG;LUZ;108;13;85;201;149
2007;MG;MACHADO;29;1;35;70;47
2007;MG;MANHUACU;364;22;271;704;580
2007;MG;MARIPA DE MINAS;15;0;12;27;21
2007;MG;MARTINS SOARES;39;4;31;83;62
2007;MG;MATEUS LEME;18;0;24;41;25
2007;MG;MATHIAS LOBATO;26;5;20;49;39
2007;MG;MATIAS BARBOSA;91;4;58;159;128
2007;MG;MATIPO;46;1;44;139;73
2007;MG;MEDINA;49;5;37;91;68
2007;MG;MIRADOURO;38;6;32;79;59
2007;MG;MOEMA;27;4;19;50;33
2007;MG;MONTE ALEGRE DE MINAS;150;7;119;313;214
2007;MG;MONTE CARMELO;30;0;25;63;48
2007;MG;MONTES CLAROS;168;18;224;407;240
2007;MG;MURIAE;284;9;223;556;441
2007;MG;MUZAMBINHO;12;0;6;20;18
2007;MG;NAQUE;27;0;21;58;46
2007;MG;NEPOMUCENO;15;1;5;20;18
2007;MG;NOVA ERA;142;6;122;278;214
2007;MG;NOVA LIMA;268;7;204;545;445
2007;MG;NOVA PONTE;15;1;26;38;19
2007;MG;NOVA SERRANA;117;8;133;263;185
2007;MG;NOVA UNIAO;112;4;100;266;192
2007;MG;OLARIA;12;2;10;22;17
2007;MG;OLIVEIRA;174;4;103;294;234
2007;MG;OLIVEIRA FORTES;60;0;37;87;65
2007;MG;ORIZANIA;13;3;22;38;23
2007;MG;OURO PRETO;87;1;35;167;144
2007;MG;PADRE CARVALHO;15;3;7;28;23
2007;MG;PADRE PARAISO;42;2;56;104;68
2007;MG;PARA DE MINAS;82;8;64;181;144
2007;MG;PARACATU;160;4;100;316;241
2007;MG;PARAOPEBA;146;5;68;279;243
2007;MG;PASSA QUATRO;1;0;0;1;1
2007;MG;PATOS DE MINAS;110;3;67;202;166
2007;MG;PATROCINIO;104;8;97;217;153
2007;MG;PATROCINIO DO MURIAE;4;0;2;11;8
2007;MG;PEDRA AZUL;8;2;2;10;8
2007;MG;PEDRINOPOLIS;4;4;5;12;5
2007;MG;PERDIZES;56;3;38;94;69
2007;MG;PERDOES;164;9;90;274;224
2007;MG;PERIQUITO;36;4;23;72;57
2007;MG;PIRANGUINHO;50;7;44;102;82
2007;MG;PIRAPORA;33;0;23;53;45
2007;MG;PLANURA;32;2;35;64;45
2007;MG;POCOS DE CALDAS;111;3;77;223;189
2007;MG;POMPEU;1;0;1;1;1
2007;MG;PONTO DOS VOLANTES;35;2;32;71;50
2007;MG;POUSO ALEGRE;315;5;235;636;493
2007;MG;POUSO ALTO;117;1;86;224;176
2007;MG;PRATA;106;21;96;255;156
2007;MG;REDUTO;28;1;22;61;45
2007;MG;RESSAQUINHA;39;2;14;70;59
2007;MG;RIBEIRAO DAS NEVES;211;12;188;468;353
2007;MG;RIBEIRAO VERMELHO;27;1;3;45;43
2007;MG;RIO CASCA;64;2;42;119;89
2007;MG;RIO MANSO;5;2;7;10;5
2007;MG;ROMARIA;5;1;4;8;7
2007;MG;SABARA;438;21;269;1033;866
2007;MG;SACRAMENTO;7;1;4;16;13
2007;MG;SALINAS;43;4;30;80;67
2007;MG;SANTA BARBARA;2;0;2;6;3
2007;MG;SANTA BARBARA DO LESTE;21;1;17;35;29
2007;MG;SANTA CRUZ DE SALINAS;7;0;1;11;11
2007;MG;SANTA JULIANA;33;1;55;88;51
2007;MG;SANTA RITA DE CALDAS;19;1;17;31;21
2007;MG;SANTA RITA DE MINAS;46;1;46;88;64
2007;MG;SANTA RITA DO SAPUCAI;103;12;64;190;159
2007;MG;SANTANA DO PARAISO;97;4;70;209;174
2007;MG;SANTO ANTONIO DO AMPARO;247;8;129;383;307
2007;MG;SANTO ANTONIO DO GRAMA;18;0;7;26;20
2007;MG;SANTO ANTONIO DO RIO ABAIXO;1;0;0;1;1
2007;MG;SANTOS DUMONT;135;1;100;233;179
2007;MG;SAO DOMINGOS DO PRATA;78;11;56;149;109
2007;MG;SAO FRANCISCO DO GLORIA;29;2;17;57;46
2007;MG;SAO GONCALO DO ABAETE;83;7;64;160;111
2007;MG;SAO GONCALO DO PARA;7;0;9;13;11
2007;MG;SAO GONCALO DO RIO ABAIXO;286;23;320;666;448
2007;MG;SAO GONCALO DO SAPUCAI;141;3;73;220;185
2007;MG;SAO JOAO DO MANHUACU;32;3;15;47;40
2007;MG;SAO JOAQUIM DE BICAS;76;5;32;141;125
2007;MG;SAO LOURENCO;27;1;14;40;36
2007;MG;SAO SEBASTIAO DA BELA VISTA;86;3;68;160;115
2007;MG;SAO SEBASTIAO DO PARAISO;1;0;1;1;1
2007;MG;SENADOR JOSE BENTO;5;0;2;7;7
2007;MG;SERITINGA;10;0;10;19;13
2007;MG;SETE LAGOAS;235;4;120;450;381
2007;MG;SIMAO PEREIRA;98;2;40;151;129
2007;MG;SOLEDADE DE MINAS;1;0;1;2;2
2007;MG;TARUMIRIM;13;1;6;22;17
2007;MG;TEOFILO OTONI;266;11;215;558;460
2007;MG;TIMOTEO;36;2;34;67;50
2007;MG;TRES CORACOES;151;3;75;252;213
2007;MG;TRES MARIAS;111;6;75;200;149
2007;MG;UBAPORANGA;39;2;35;75;54
2007;MG;UBERABA;400;24;298;763;566
2007;MG;UBERLANDIA;726;19;539;1455;1205
2007;MG;VARGINHA;1;0;0;1;1
2007;MG;VARJAO DE MINAS;20;3;19;47;32
2007;MG;VARZEA DA PALMA;11;0;9;19;14
2007;MG;VERISSIMO;1;0;1;2;2
2007;MG;VIRGINOPOLIS;1;0;1;2;1
2007;MG;WENCESLAU BRAZ;3;0;3;5;4
2007;MS;AGUA CLARA;57;2;33;128;83
2007;MS;ANASTACIO;41;1;29;92;53
2007;MS;APARECIDA DO TABOADO;51;4;48;126;87
2007;MS;AQUIDAUANA;8;1;4;18;12
2007;MS;BANDEIRANTES;92;9;52;169;130
2007;MS;BATAGUASSU;88;5;48;171;136
2007;MS;BELA VISTA;6;1;9;15;7
2007;MS;CAARAPO;43;2;36;95;58
2007;MS;CAMAPUA;21;1;10;31;30
2007;MS;CAMPO GRANDE;165;13;159;385;264
2007;MS;CARACOL;1;0;1;1;1
2007;MS;CASSILANDIA;25;0;22;63;47
2007;MS;CHAPADAO DO SUL;16;0;26;36;21
2007;MS;CORUMBA;62;3;48;132;68
2007;MS;COSTA RICA;3;1;5;8;4
2007;MS;COXIM;64;4;49;118;90
2007;MS;DOIS IRMAOS DO BURITI;16;1;13;28;19
2007;MS;DOURADINA;26;4;23;132;44
2007;MS;DOURADOS;174;6;142;448;265
2007;MS;ELDORADO;39;4;34;94;60
2007;MS;GUIA LOPES DA LAGUNA;15;1;12;32;19
2007;MS;IGUATEMI;1;0;0;1;1
2007;MS;ITAQUIRAI;55;0;44;110;78
2007;MS;JARAGUARI;63;5;47;157;103
2007;MS;JARDIM;25;2;25;47;34
2007;MS;JUTI;18;1;16;28;18
2007;MS;MARACAJU;18;1;16;40;25
2007;MS;MIRANDA;50;3;48;115;61
2007;MS;MUNDO NOVO;88;3;50;236;167
2007;MS;NAVIRAI;39;2;10;65;56
2007;MS;NIOAQUE;5;0;4;8;6
2007;MS;NOVA ALVORADA DO SUL;159;13;98;392;232
2007;MS;NOVA ANDRADINA;55;3;31;98;80
2007;MS;PARANAIBA;98;8;85;226;145
2007;MS;PEDRO GOMES;9;0;7;22;15
2007;MS;PONTA PORA;44;5;34;113;58
2007;MS;PORTO MURTINHO;9;1;4;14;10
2007;MS;RIBAS DO RIO PARDO;70;11;58;168;101
2007;MS;RIO BRILHANTE;94;6;117;274;141
2007;MS;RIO VERDE DE MATO GROSSO;75;10;54;154;113
2007;MS;SAO GABRIEL DO OESTE;63;3;32;115;104
2007;MS;SELVIRIA;6;0;22;27;9
2007;MS;SONORA;19;3;12;42;35
2007;MS;TERENOS;66;5;49;145;99
2007;MS;TRES LAGOAS;157;7;108;377;250
2007;MT;AGUA BOA;36;1;34;84;50
2007;MT;ALTO ARAGUAIA;62;4;26;140;110
2007;MT;ALTO GARCAS;50;1;22;101;81
2007;MT;BARRA DO GARCAS;73;5;71;158;88
2007;MT;CACERES;233;10;183;417;323
2007;MT;CAMPO VERDE;115;2;91;247;178
2007;MT;CANARANA;11;2;10;20;15
2007;MT;CLAUDIA;2;0;3;4;4
2007;MT;COMODORO;44;9;24;114;78
2007;MT;CONQUISTA DOESTE;13;5;12;36;21
2007;MT;CUIABA;219;16;106;418;366
2007;MT;DIAMANTINO;110;8;50;176;149
2007;MT;DOM AQUINO;6;0;7;13;8
2007;MT;GENERAL CARNEIRO;33;7;80;146;39
2007;MT;GLORIA DOESTE;4;1;2;4;4
2007;MT;GUARANTA DO NORTE;5;2;4;10;6
2007;MT;ITAUBA;12;1;5;23;17
2007;MT;ITIQUIRA;46;6;35;99;74
2007;MT;JACIARA;145;12;69;294;262
2007;MT;JANGADA;60;3;46;135;106
2007;MT;JUSCIMEIRA;65;3;26;135;123
2007;MT;LUCAS DO RIO VERDE;57;5;18;137;110
2007;MT;MATUPA;12;2;37;46;17
2007;MT;MIRASSOL DOESTE;2;0;0;2;2
2007;MT;NOBRES;68;7;20;126;116
2007;MT;NOSSA SENHORA DO LIVRAMENTO;17;1;17;35;28
2007;MT;NOVA LACERDA;24;7;17;61;31
2007;MT;NOVA MUTUM;79;10;72;181;137
2007;MT;NOVA SANTA HELENA;7;1;8;19;8
2007;MT;NOVA XAVANTINA;15;3;18;31;19
2007;MT;PEDRA PRETA;66;5;31;124;106
2007;MT;PEIXOTO DE AZEVEDO;11;1;7;24;16
2007;MT;POCONE;45;3;25;75;60
2007;MT;PONTES E LACERDA;80;8;87;207;113
2007;MT;PORTO ESPERIDIAO;20;0;7;31;27
2007;MT;POXOREO;5;0;2;13;7
2007;MT;PRIMAVERA DO LESTE;71;4;73;185;114
2007;MT;RIBEIRAO CASCALHEIRA;7;0;55;64;8
2007;MT;RONDONOPOLIS;213;11;125;411;362
2007;MT;ROSARIO OESTE;98;16;53;186;152
2007;MT;SANTO ANTONIO DO LEVERGER;33;0;11;60;53
2007;MT;SAO PEDRO DA CIPA;7;0;4;13;13
2007;MT;SINOP;96;13;73;229;166
2007;MT;SORRISO;144;12;97;350;254
2007;MT;TERRA NOVA DO NORTE;14;2;11;24;19
2007;MT;VALE DE SAO DOMINGOS;8;5;6;25;11
2007;MT;VARZEA GRANDE;85;8;53;169;145
2007;MT;VERA;3;0;3;7;6
2007;MT;VILA BELA DA SANTISSIMA TRINDADE;7;1;6;20;8
2007;PA;ABEL FIGUEIREDO;2;0;20;24;5
2007;PA;ALTAMIRA;18;0;18;53;25
2007;PA;ANANINDEUA;1111;13;401;2462;2281
2007;PA;ANAPU;5;0;3;9;7
2007;PA;AURORA DO PARA;21;2;35;60;29
2007;PA;BELEM;312;4;52;664;636
2007;PA;BENEVIDES;189;7;87;374;313
2007;PA;BOM JESUS DO TOCANTINS;3;1;1;6;5
2007;PA;BRAGANCA;3;0;1;5;4
2007;PA;BRASIL NOVO;7;0;23;37;11
2007;PA;BREJO GRANDE DO ARAGUAIA;2;0;0;4;4
2007;PA;CACHOEIRA DO PIRIA;4;0;4;10;7
2007;PA;CAPANEMA;48;8;41;98;76
2007;PA;CASTANHAL;169;11;107;379;332
2007;PA;DOM ELISEU;87;6;65;182;131
2007;PA;IGARAPE-ACU;2;1;3;6;4
2007;PA;IPIXUNA DO PARA;33;7;29;69;45
2007;PA;IRITUIA;12;3;23;41;20
2007;PA;ITAITUBA;29;3;38;75;52
2007;PA;ITUPIRANGA;3;0;4;6;4
2007;PA;MAE DO RIO;23;2;16;48;32
2007;PA;MARABA;363;24;249;810;687
2007;PA;MARITUBA;261;8;139;563;506
2007;PA;MEDICILANDIA;3;1;2;5;4
2007;PA;NOVA TIMBOTEUA;3;3;3;8;4
2007;PA;NOVO REPARTIMENTO;5;1;11;18;7
2007;PA;PACAJA;6;1;7;17;11
2007;PA;PALESTINA DO PARA;1;0;1;1;1
2007;PA;PARAGOMINAS;68;7;71;148;96
2007;PA;PLACAS;1;0;0;2;2
2007;PA;RONDON DO PARA;12;0;7;18;18
2007;PA;RUROPOLIS;1;0;1;1;1
2007;PA;SANTA ISABEL DO PARA;79;4;67;164;116
2007;PA;SANTA LUZIA DO PARA;7;4;2;13;10
2007;PA;SANTA MARIA DO PARA;69;3;38;131;115
2007;PA;SANTAREM;65;5;74;132;98
2007;PA;SAO DOMINGOS DO ARAGUAIA;14;2;11;23;17
2007;PA;SAO DOMINGOS DO CAPIM;1;1;3;4;2
2007;PA;SAO FRANCISCO DO PARA;5;0;0;9;9
2007;PA;SAO GERALDO DO ARAGUAIA;1;1;0;2;2
2007;PA;SAO JOAO DO ARAGUAIA;7;0;18;25;11
2007;PA;SAO MIGUEL DO GUAMA;21;7;13;54;39
2007;PA;TRACUATEUA;3;0;4;8;6
2007;PA;ULIANOPOLIS;40;10;31;84;62
2007;PA;URUARA;2;1;0;3;2
2007;PA;VITORIA DO XINGU;7;0;10;13;9
2007;PB;ALCANTIL;13;1;12;30;20
2007;PB;ALGODAO DE JANDAIRA;6;0;6;10;6
2007;PB;ALHANDRA;61;5;53;149;114
2007;PB;APARECIDA;9;0;7;14;10
2007;PB;ASSUNCAO;2;0;1;11;3
2007;PB;BARRA DE SANTA ROSA;4;1;3;9;6
2007;PB;BARRA DE SANTANA;8;2;6;12;9
2007;PB;BAYEUX;207;4;93;467;411
2007;PB;BOA VISTA;15;0;9;18;17
2007;PB;BOM JESUS;2;0;0;5;2
2007;PB;CAAPORA;37;5;32;86;63
2007;PB;CABEDELO;226;5;108;489;436
2007;PB;CACHOEIRA DOS INDIOS;4;1;7;12;6
2007;PB;CAJAZEIRAS;51;4;51;107;70
2007;PB;CALDAS BRANDAO;12;1;9;35;20
2007;PB;CAMPINA GRANDE;250;11;171;483;374
2007;PB;CATINGUEIRA;6;3;11;18;7
2007;PB;CONDADO;6;1;2;11;8
2007;PB;CONDE;19;4;17;52;34
2007;PB;CRUZ DO ESPIRITO SANTO;14;1;10;27;16
2007;PB;CUITE;4;0;5;6;5
2007;PB;EMAS;1;0;0;2;2
2007;PB;ESPERANCA;17;1;11;38;26
2007;PB;GURINHEM;58;5;59;132;90
2007;PB;INGA;38;1;60;98;56
2007;PB;JOAO PESSOA;696;10;315;1436;1291
2007;PB;JUAREZ TAVORA;1;0;1;1;1
2007;PB;JUAZEIRINHO;11;3;8;24;17
2007;PB;JUNCO DO SERIDO;16;2;18;48;21
2007;PB;LAGOA SECA;35;1;21;71;59
2007;PB;MALTA;5;0;7;13;6
2007;PB;MAMANGUAPE;95;13;82;210;154
2007;PB;MARIZOPOLIS;8;1;2;15;14
2007;PB;MASSARANDUBA;27;0;15;41;29
2007;PB;MATARACA;10;1;6;23;21
2007;PB;MONTEIRO;4;3;4;11;6
2007;PB;NOVA SERRANA;1;0;2;3;1
2007;PB;OLHO DAGUA;7;2;4;18;11
2007;PB;PATOS;59;8;56;130;84
2007;PB;PAULISTA;2;0;4;5;3
2007;PB;PIANCO;7;0;10;12;8
2007;PB;POCINHOS;36;3;41;87;51
2007;PB;POMBAL;56;7;66;123;79
2007;PB;QUEIMADAS;71;5;58;154;111
2007;PB;QUIXABA;12;0;17;47;20
2007;PB;REMIGIO;17;5;20;43;26
2007;PB;RIACHAO DO BACAMARTE;30;0;15;47;34
2007;PB;RIACHAO DO POCO;12;1;10;33;18
2007;PB;SANTA LUZIA;20;0;21;100;32
2007;PB;SANTA RITA;177;14;147;388;280
2007;PB;SANTA TERESINHA;9;2;13;20;11
2007;PB;SAO BENTO DE POMBAL;8;2;15;24;10
2007;PB;SAO DOMINGOS DE POMBAL;1;0;0;1;1
2007;PB;SAO JOAO DO CARIRI;9;0;3;11;10
2007;PB;SAO JOAO DO RIO DO PEIXE;9;3;8;19;12
2007;PB;SAO JOSE DE ESPINHARAS;4;1;7;17;6
2007;PB;SAO MAMEDE;22;3;18;62;32
2007;PB;SAO MIGUEL DE TAIPU;25;0;17;39;26
2007;PB;SAO SEBASTIAO DE LAGOA DE ROCA;6;0;4;10;7
2007;PB;SERRA BRANCA;4;1;10;12;7
2007;PB;SOBRADO;27;2;29;61;32
2007;PB;SOLEDADE;22;4;16;47;37
2007;PB;SOUSA;49;9;43;96;70
2007;PB;SUME;5;0;12;12;6
2007;PB;UIRAUNA;8;2;8;15;10
2007;PB;VISTA SERRANA;3;0;2;3;3
2007;PE;ABREU E LIMA;158;3;44;334;311
2007;PE;AFRANIO;6;0;7;12;8
2007;PE;AGRESTINA;23;4;37;62;36
2007;PE;AGUA PRETA;10;2;3;16;14
2007;PE;AGUAS BELAS;12;5;9;25;16
2007;PE;ALIANCA;8;2;2;14;14
2007;PE;ARARIPINA;26;5;26;52;38
2007;PE;ARCOVERDE;55;7;48;111;82
2007;PE;BELEM DE SAO FRANCISCO;20;1;17;35;23
2007;PE;BELO JARDIM;47;7;40;108;81
2007;PE;BEZERROS;65;8;36;121;92
2007;PE;BODOCO;1;0;0;1;1
2007;PE;CABO DE SANTO AGOSTINHO;283;17;142;580;509
2007;PE;CABROBO;30;4;43;82;41
2007;PE;CACHOEIRINHA;21;6;12;39;33
2007;PE;CAETES;16;4;13;32;26
2007;PE;CALCADO;4;0;4;11;6
2007;PE;CALUMBI;6;1;10;17;9
2007;PE;CARPINA;33;1;23;75;65
2007;PE;CARUARU;384;33;247;836;686
2007;PE;CORRENTES;1;0;0;1;1
2007;PE;CUPIRA;10;2;1;15;14
2007;PE;CUSTODIA;20;2;17;41;28
2007;PE;ESCADA;51;5;22;109;90
2007;PE;FLORES;12;4;16;30;17
2007;PE;FLORESTA;16;2;39;60;23
2007;PE;GAMELEIRA;8;0;5;18;15
2007;PE;GARANHUNS;93;7;81;217;157
2007;PE;GOIANA;120;3;57;275;248
2007;PE;GRAVATA;139;5;99;268;210
2007;PE;IBIMIRIM;4;1;2;7;6
2007;PE;IGARASSU;290;11;143;650;577
2007;PE;IPOJUCA;25;5;27;64;44
2007;PE;ITACURUBA;6;1;2;10;6
2007;PE;ITAIBA;3;5;5;12;4
2007;PE;ITAPISSUMA;4;1;1;10;9
2007;PE;JABOATAO DOS GUARARAPES;333;15;207;714;601
2007;PE;JATOBA;5;0;14;19;7
2007;PE;JOAQUIM NABUCO;6;2;5;17;13
2007;PE;JUCATI;13;0;9;25;22
2007;PE;JUPI;20;4;22;44;29
2007;PE;LAGOA GRANDE;5;0;3;8;7
2007;PE;LAJEDO;36;13;26;79;57
2007;PE;MIRANDIBA;9;2;0;13;11
2007;PE;MORENO;96;5;63;179;128
2007;PE;NAZARE DA MATA;17;1;15;40;32
2007;PE;OROCO;3;1;1;5;4
2007;PE;OURICURI;30;3;21;53;42
2007;PE;PALMARES;36;3;30;73;60
2007;PE;PANELAS;26;4;10;38;32
2007;PE;PARANATAMA;7;4;10;26;12
2007;PE;PARNAMIRIM;7;0;18;24;10
2007;PE;PAUDALHO;86;9;65;199;162
2007;PE;PAULISTA;103;0;61;205;180
2007;PE;PEDRA;10;3;12;24;17
2007;PE;PESQUEIRA;33;9;40;81;49
2007;PE;PETROLANDIA;15;1;16;29;20
2007;PE;PETROLINA;343;18;187;721;606
2007;PE;POMBOS;47;7;40;116;89
2007;PE;QUIPAPA;19;0;12;27;21
2007;PE;RECIFE;798;13;337;1686;1553
2007;PE;RIBEIRAO;36;2;16;66;60
2007;PE;SAIRE;13;2;4;22;20
2007;PE;SALGUEIRO;61;5;49;116;92
2007;PE;SALOA;2;1;2;4;3
2007;PE;SANHARO;8;2;2;15;15
2007;PE;SANTA MARIA DA BOA VISTA;32;2;31;67;38
2007;PE;SAO CAITANO;89;22;35;168;134
2007;PE;SAO JOAO;13;1;5;22;20
2007;PE;SAO JOSE DO BELMONTE;5;1;1;8;6
2007;PE;SAO LOURENCO DA MATA;45;8;33;102;82
2007;PE;SERRA TALHADA;49;5;64;126;82
2007;PE;SERTANIA;37;2;23;63;48
2007;PE;TACAIMBO;19;4;27;54;30
2007;PE;TAQUARITINGA DO NORTE;33;6;39;76;50
2007;PE;TERRA NOVA;2;0;3;4;3
2007;PE;TIMBAUBA;5;1;6;12;8
2007;PE;TORITAMA;29;1;3;51;48
2007;PE;TRACUNHAEM;16;2;19;39;30
2007;PE;TRINDADE;5;2;2;13;11
2007;PE;VENTUROSA;6;1;1;9;9
2007;PE;VERDEJANTE;9;0;3;13;11
2007;PE;VITORIA DE SANTO ANTAO;126;5;72;246;206
2007;PE;XEXEU;12;0;0;21;21
2007;PI;ACAUA;3;2;2;5;4
2007;PI;AGUA BRANCA;1;0;1;3;2
2007;PI;ALAGOINHA DO PIAUI;3;0;2;5;4
2007;PI;ALEGRETE DO PIAUI;6;0;5;11;10
2007;PI;ALTOS;59;9;42;107;89
2007;PI;ALVORADA DO GURGUEIA;1;0;1;2;2
2007;PI;AMARANTE;21;1;14;31;23
2007;PI;ANGICAL DO PIAUI;6;0;7;20;14
2007;PI;BARRO DURO;4;0;1;6;5
2007;PI;BOM JESUS;1;0;16;16;1
2007;PI;BRASILEIRA;14;1;11;22;17
2007;PI;BURITI DOS LOPES;29;3;16;44;34
2007;PI;CAMPO GRANDE DO PIAUI;3;1;2;6;5
2007;PI;CAMPO MAIOR;76;4;37;119;100
2007;PI;CAPITAO DE CAMPOS;6;1;5;10;8
2007;PI;CARAUBAS DO PIAUI;11;0;8;19;14
2007;PI;CAXINGO;4;1;0;9;7
2007;PI;COCAL;9;1;5;14;9
2007;PI;COCAL DE TELHA;15;4;7;26;21
2007;PI;CORRENTE;1;0;18;18;1
2007;PI;CRISTINO CASTRO;3;2;1;6;3
2007;PI;DEMERVAL LOBAO;26;1;21;44;34
2007;PI;DOM EXPEDITO LOPES;23;5;28;47;33
2007;PI;ELESBAO VELOSO;14;6;23;47;20
2007;PI;FLORIANO;103;3;79;173;145
2007;PI;FRANCISCO MACEDO;2;3;0;3;2
2007;PI;FRANCISCO SANTOS;6;2;1;10;9
2007;PI;FRONTEIRAS;1;0;0;1;1
2007;PI;GEMINIANO;8;3;11;16;9
2007;PI;GUADALUPE;3;0;6;7;4
2007;PI;INHUMA;8;0;10;21;14
2007;PI;IPIRANGA DO PIAUI;7;2;1;9;9
2007;PI;JACOBINA DO PIAUI;5;3;9;15;6
2007;PI;JAICOS;2;0;0;2;2
2007;PI;JERUMENHA;6;3;7;17;9
2007;PI;LAGOA DO PIAUI;15;1;20;33;20
2007;PI;LAGOINHA DO PIAUI;6;0;1;8;8
2007;PI;LUIS CORREIA;21;2;14;40;32
2007;PI;MARCOLANDIA;17;5;11;28;23
2007;PI;MONSENHOR GIL;18;3;13;36;29
2007;PI;MONSENHOR HIPOLITO;6;2;7;13;7
2007;PI;NAZARE DO PIAUI;3;1;0;5;5
2007;PI;OEIRAS;21;13;28;59;33
2007;PI;PARNAIBA;108;8;104;235;183
2007;PI;PASSAGEM FRANCA DO PIAUI;11;0;7;17;14
2007;PI;PATOS DO PIAUI;2;1;0;4;3
2007;PI;PEDRO II;2;0;3;4;3
2007;PI;PICOS;129;7;110;276;217
2007;PI;PIRACURUCA;18;4;27;45;22
2007;PI;PIRIPIRI;53;5;41;100;70
2007;PI;REGENERACAO;3;0;2;5;4
2007;PI;SANTO ANTONIO DE LISBOA;4;3;0;7;5
2007;PI;SAO FRANCISCO DO PIAUI;1;0;1;2;1
2007;PI;SAO JOAO DA FRONTEIRA;22;1;2;30;27
2007;PI;SAO JOAO DA VARJOTA;7;0;4;12;10
2007;PI;SAO PEDRO DO PIAUI;3;0;8;9;4
2007;PI;TERESINA;893;28;481;1855;1697
2007;PI;VALENCA DO PIAUI;20;1;13;37;29
2007;PI;VILA NOVA DO PIAUI;8;2;2;14;10
2007;PR;ABATIA;1;0;1;2;2
2007;PR;ADRIANOPOLIS;5;0;5;10;7
2007;PR;ANTONINA;34;0;14;54;48
2007;PR;BOCAIUVA DO SUL;39;5;42;84;61
2007;PR;CAMPINA GRANDE DO SUL;535;12;421;928;655
2007;PR;CAMPO BONITO;1;0;2;3;2
2007;PR;CAMPO DO TENENTE;37;6;26;75;57
2007;PR;CAMPO MOURAO;1;0;0;1;1
2007;PR;CANDOI;44;2;28;76;60
2007;PR;CANTAGALO;42;3;68;110;57
2007;PR;CASCAVEL;458;16;342;983;810
2007;PR;CATANDUVAS;9;0;12;16;11
2007;PR;CEU AZUL;131;12;97;305;243
